cost_type,age_band,month,medicare_cost
part_b_premium,65-84,2138-11-01,6503.964227427181
part_b_premium,65-84,2138-12-01,6521.058836984743
part_b_premium,65-84,2139-01-01,6538.198376936397
part_b_premium,65-84,2139-02-01,6555.382965374362
part_b_premium,65-84,2139-03-01,6572.612720701245
part_b_premium,65-84,2139-04-01,6589.887761630838
part_b_premium,65-84,2139-05-01,6607.208207188974
part_b_premium,65-84,2139-06-01,6624.574176714315
part_b_premium,65-84,2139-07-01,6641.985789859182
part_b_premium,65-84,2139-08-01,6659.4431665903885
part_b_premium,65-84,2139-09-01,6676.946427190065
part_b_premium,65-84,2139-10-01,6694.495692256472
part_b_premium,65-84,2139-11-01,6712.091082704851
part_b_premium,65-84,2139-12-01,6729.732719768255
part_b_premium,65-84,2140-01-01,6747.420724998362
part_b_premium,65-84,2140-02-01,6765.155220266342
part_b_premium,65-84,2140-03-01,6782.936327763684
part_b_premium,65-84,2140-04-01,6800.764170003026
part_b_premium,65-84,2140-05-01,6818.638869819021
part_b_premium,65-84,2140-06-01,6836.560550369174
part_b_premium,65-84,2140-07-01,6854.529335134675
part_b_premium,65-84,2140-08-01,6872.545347921282
part_b_premium,65-84,2140-09-01,6890.6087128601475
part_b_premium,65-84,2140-10-01,6908.719554408679
part_b_premium,65-84,2140-11-01,6926.8779973514065
part_b_premium,65-84,2140-12-01,6945.08416680084
part_b_premium,65-84,2141-01-01,6963.3381881983105
part_b_premium,65-84,2141-02-01,6981.640187314865
part_b_premium,65-84,2141-03-01,6999.990290252123
part_b_premium,65-84,2141-04-01,7018.388623443124
part_b_premium,65-84,2141-05-01,7036.8353136532305
part_b_premium,65-84,2141-06-01,7055.330487980987
part_b_premium,65-84,2141-07-01,7073.874273858985
part_b_premium,65-84,2141-08-01,7092.466799054762
part_b_premium,65-84,2141-09-01,7111.108191671672
part_b_premium,65-84,2141-10-01,7129.798580149756
part_b_premium,65-84,2141-11-01,7148.538093266653
part_b_premium,65-84,2141-12-01,7167.326860138466
part_b_premium,65-84,2142-01-01,7186.165010220656
part_b_premium,65-84,2142-02-01,7205.052673308942
part_b_premium,65-84,2142-03-01,7223.989979540191
part_b_premium,65-84,2142-04-01,7242.9770593933035
part_b_premium,65-84,2142-05-01,7262.014043690135
part_b_premium,65-84,2142-06-01,7281.101063596379
part_b_premium,65-84,2142-07-01,7300.238250622473
part_b_premium,65-84,2142-08-01,7319.425736624515
part_b_premium,65-84,2142-09-01,7338.663653805165
part_b_premium,65-84,2142-10-01,7357.952134714549
part_b_premium,65-84,2142-11-01,7377.291312251185
part_b_premium,65-84,2142-12-01,7396.681319662897
part_b_premium,65-84,2143-01-01,7416.122290547717
part_b_premium,65-84,2143-02-01,7435.6143588548275
part_b_premium,65-84,2143-03-01,7455.157658885477
part_b_premium,65-84,2143-04-01,7474.752325293889
part_b_premium,65-84,2143-05-01,7494.398493088219
part_b_premium,65-84,2143-06-01,7514.096297631463
part_b_premium,65-84,2143-07-01,7533.845874642393
part_b_premium,65-84,2143-08-01,7553.6473601965
part_b_premium,65-84,2143-09-01,7573.500890726931
part_b_premium,65-84,2143-10-01,7593.406603025414
part_b_premium,65-84,2143-11-01,7613.364634243224
part_b_premium,65-84,2143-12-01,7633.375121892111
part_b_premium,65-84,2144-01-01,7653.438203845245
part_b_premium,65-84,2144-02-01,7673.554018338183
part_b_premium,65-84,2144-03-01,7693.722703969812
part_b_premium,65-84,2144-04-01,7713.944399703294
part_b_premium,65-84,2144-05-01,7734.219244867041
part_b_premium,65-84,2144-06-01,7754.547379155671
part_b_premium,65-84,2144-07-01,7774.928942630949
part_b_premium,65-84,2144-08-01,7795.364075722788
part_b_premium,65-84,2144-09-01,7815.852919230193
part_b_premium,65-84,2144-10-01,7836.395614322229
part_b_premium,65-84,2144-11-01,7856.992302539008
part_b_premium,65-84,2144-12-01,7877.643125792659
part_b_premium,65-84,2145-01-01,7898.348226368293
part_b_premium,65-84,2145-02-01,7919.107746925005
part_b_premium,65-84,2145-03-01,7939.921830496847
part_b_premium,65-84,2145-04-01,7960.7906204938
part_b_premium,65-84,2145-05-01,7981.714260702787
part_b_premium,65-84,2145-06-01,8002.692895288652
part_b_premium,65-84,2145-07-01,8023.72666879514
part_b_premium,65-84,2145-08-01,8044.815726145917
part_b_premium,65-84,2145-09-01,8065.96021264556
part_b_premium,65-84,2145-10-01,8087.16027398054
part_b_premium,65-84,2145-11-01,8108.416056220255
part_b_premium,65-84,2145-12-01,8129.7277058180225
part_b_premium,65-84,2146-01-01,8151.095369612077
part_b_premium,65-84,2146-02-01,8172.519194826606
part_b_premium,65-84,2146-03-01,8193.999329072745
part_b_premium,65-84,2146-04-01,8215.535920349601
part_b_premium,65-84,2146-05-01,8237.129117045277
part_b_premium,65-84,2146-06-01,8258.779067937889
part_b_premium,65-84,2146-07-01,8280.485922196585
part_b_premium,65-84,2146-08-01,8302.249829382587
part_b_premium,65-84,2146-09-01,8324.070939450217
part_b_premium,65-84,2146-10-01,8345.949402747918
part_b_premium,65-84,2146-11-01,8367.885370019303
part_b_premium,65-84,2146-12-01,8389.8789924042
part_b_premium,65-84,2147-01-01,8411.930421439665
part_b_premium,65-84,2147-02-01,8434.039809061056
part_b_premium,65-84,2147-03-01,8456.207307603074
part_b_premium,65-84,2147-04-01,8478.433069800789
part_b_premium,65-84,2147-05-01,8500.717248790725
part_b_premium,65-84,2147-06-01,8523.059998111903
part_b_premium,65-84,2147-07-01,8545.461471706876
part_b_premium,65-84,2147-08-01,8567.92182392283
part_b_premium,65-84,2147-09-01,8590.441209512626
part_b_premium,65-84,2147-10-01,8613.019783635851
part_b_premium,65-84,2147-11-01,8635.657701859922
part_b_premium,65-84,2147-12-01,8658.355120161135
part_b_premium,65-84,2148-01-01,8681.112194925734
part_b_premium,65-84,2148-02-01,8703.929082951012
part_b_premium,65-84,2148-03-01,8726.805941446371
part_b_premium,65-84,2148-04-01,8749.742928034415
part_b_premium,65-84,2148-05-01,8772.740200752029
part_b_premium,65-84,2148-06-01,8795.797918051483
part_b_premium,65-84,2148-07-01,8818.916238801496
part_b_premium,65-84,2148-08-01,8842.09532228836
part_b_premium,65-84,2148-09-01,8865.33532821703
part_b_premium,65-84,2148-10-01,8888.6364167122
part_b_premium,65-84,2148-11-01,8911.99874831944
part_b_premium,65-84,2148-12-01,8935.42248400629
part_b_premium,65-84,2149-01-01,8958.907785163357
part_b_premium,65-84,2149-02-01,8982.454813605444
part_b_premium,65-84,2149-03-01,9006.063731572656
part_b_premium,65-84,2149-04-01,9029.734701731515
part_b_premium,65-84,2149-05-01,9053.467887176093
part_b_premium,65-84,2149-06-01,9077.263451429131
part_b_premium,65-84,2149-07-01,9101.121558443143
part_b_premium,65-84,2149-08-01,9125.042372601589
part_b_premium,65-84,2149-09-01,9149.026058719974
part_b_premium,65-84,2149-10-01,9173.07278204699
part_b_premium,65-84,2149-11-01,9197.182708265662
part_b_premium,65-84,2149-12-01,9221.356003494493
part_b_premium,65-84,2150-01-01,9245.592834288585
part_b_premium,65-84,2150-02-01,9269.893367640818
part_b_premium,65-84,2150-03-01,9294.257770982982
part_b_premium,65-84,2150-04-01,9318.686212186924
part_b_premium,65-84,2150-05-01,9343.178859565729
part_b_premium,65-84,2150-06-01,9367.735881874863
part_b_premium,65-84,2150-07-01,9392.357448313325
part_b_premium,65-84,2150-08-01,9417.043728524839
part_b_premium,65-84,2150-09-01,9441.794892599015
part_b_premium,65-84,2150-10-01,9466.611111072494
part_b_premium,65-84,2150-11-01,9491.492554930164
part_b_premium,65-84,2150-12-01,9516.439395606318
part_b_premium,65-84,2151-01-01,9541.45180498582
part_b_premium,65-84,2151-02-01,9566.529955405324
part_b_premium,65-84,2151-03-01,9591.674019654438
part_b_premium,65-84,2151-04-01,9616.884170976906
part_b_premium,65-84,2151-05-01,9642.160583071833
part_b_premium,65-84,2151-06-01,9667.50343009486
part_b_premium,65-84,2151-07-01,9692.912886659351
part_b_premium,65-84,2151-08-01,9718.389127837636
part_b_premium,65-84,2151-09-01,9743.932329162182
part_b_premium,65-84,2151-10-01,9769.542666626812
part_b_premium,65-84,2151-11-01,9795.220316687928
part_b_premium,65-84,2151-12-01,9820.965456265718
part_b_premium,65-84,2152-01-01,9846.778262745367
part_b_premium,65-84,2152-02-01,9872.6589139783
part_b_premium,65-84,2152-03-01,9898.607588283376
part_b_premium,65-84,2152-04-01,9924.624464448169
part_b_premium,65-84,2152-05-01,9950.709721730136
part_b_premium,65-84,2152-06-01,9976.86353985789
part_b_premium,65-84,2152-07-01,10003.08609903245
part_b_premium,65-84,2152-08-01,10029.377579928443
part_b_premium,65-84,2152-09-01,10055.738163695369
part_b_premium,65-84,2152-10-01,10082.168031958872
part_b_premium,65-84,2152-11-01,10108.667366821948
part_b_premium,65-84,2152-12-01,10135.236350866218
part_b_premium,65-84,2153-01-01,10161.875167153219
part_b_premium,65-84,2153-02-01,10188.583999225604
part_b_premium,65-84,2153-03-01,10215.363031108443
part_b_premium,65-84,2153-04-01,10242.212447310509
part_b_premium,65-84,2153-05-01,10269.132432825501
part_b_premium,65-84,2153-06-01,10296.123173133343
part_b_premium,65-84,2153-07-01,10323.18485420149
part_b_premium,65-84,2153-08-01,10350.317662486155
part_b_premium,65-84,2153-09-01,10377.52178493362
part_b_premium,65-84,2153-10-01,10404.797408981556
part_b_premium,65-84,2153-11-01,10432.144722560251
part_b_premium,65-84,2153-12-01,10459.563914093937
part_b_premium,65-84,2154-01-01,10487.055172502121
part_b_premium,65-84,2154-02-01,10514.618687200824
part_b_premium,65-84,2154-03-01,10542.254648103913
part_b_premium,65-84,2154-04-01,10569.963245624445
part_b_premium,65-84,2154-05-01,10597.744670675918
part_b_premium,65-84,2154-06-01,10625.599114673609
part_b_premium,65-84,2154-07-01,10653.526769535938
part_b_premium,65-84,2154-08-01,10681.527827685712
part_b_premium,65-84,2154-09-01,10709.602482051496
part_b_premium,65-84,2154-10-01,10737.750926068966
part_b_premium,65-84,2154-11-01,10765.973353682179
part_b_premium,65-84,2154-12-01,10794.269959344943
part_b_premium,65-84,2155-01-01,10822.64093802219
part_b_premium,65-84,2155-02-01,10851.086485191252
part_b_premium,65-84,2155-03-01,10879.60679684324
part_b_premium,65-84,2155-04-01,10908.202069484429
part_b_premium,65-84,2155-05-01,10936.872500137546
part_b_premium,65-84,2155-06-01,10965.618286343166
part_b_premium,65-84,2155-07-01,10994.439626161087
part_b_premium,65-84,2155-08-01,11023.336718171655
part_b_premium,65-84,2155-09-01,11052.309761477145
part_b_premium,65-84,2155-10-01,11081.358955703172
part_b_premium,65-84,2155-11-01,11110.484501000008
part_b_premium,65-84,2155-12-01,11139.686598043982
part_b_premium,65-84,2156-01-01,11168.9654480389
part_b_premium,65-84,2156-02-01,11198.321252717373
part_b_premium,65-84,2156-03-01,11227.754214342223
part_b_premium,65-84,2156-04-01,11257.264535707931
part_b_premium,65-84,2156-05-01,11286.85242014195
part_b_premium,65-84,2156-06-01,11316.518071506147
part_b_premium,65-84,2156-07-01,11346.261694198243
part_b_premium,65-84,2156-08-01,11376.08349315315
part_b_premium,65-84,2156-09-01,11405.983673844414
part_b_premium,65-84,2156-10-01,11435.962442285674
part_b_premium,65-84,2156-11-01,11466.020005032007
part_b_premium,65-84,2156-12-01,11496.156569181388
part_b_premium,65-84,2157-01-01,11526.372342376146
part_b_premium,65-84,2157-02-01,11556.667532804327
part_b_premium,65-84,2157-03-01,11587.042349201176
part_b_premium,65-84,2157-04-01,11617.497000850584
part_b_premium,65-84,2157-05-01,11648.031697586492
part_b_premium,65-84,2157-06-01,11678.646649794344
part_b_premium,65-84,2157-07-01,11709.342068412589
part_b_premium,65-84,2157-08-01,11740.11816493405
part_b_premium,65-84,2157-09-01,11770.975151407436
part_b_premium,65-84,2157-10-01,11801.913240438818
part_b_premium,65-84,2157-11-01,11832.932645193034
part_b_premium,65-84,2157-12-01,11864.033579395194
part_b_premium,65-84,2158-01-01,11895.216257332182
part_b_premium,65-84,2158-02-01,11926.480893854066
part_b_premium,65-84,2158-03-01,11957.827704375613
part_b_premium,65-84,2158-04-01,11989.256904877806
part_b_premium,65-84,2158-05-01,12020.768711909259
part_b_premium,65-84,2158-06-01,12052.363342587763
part_b_premium,65-84,2158-07-01,12084.041014601791
part_b_premium,65-84,2158-08-01,12115.801946211941
part_b_premium,65-84,2158-09-01,12147.646356252475
part_b_premium,65-84,2158-10-01,12179.574464132858
part_b_premium,65-84,2158-11-01,12211.586489839212
part_b_premium,65-84,2158-12-01,12243.68265393584
part_b_premium,65-84,2159-01-01,12275.863177566813
part_b_premium,65-84,2159-02-01,12308.128282457397
part_b_premium,65-84,2159-03-01,12340.478190915632
part_b_premium,65-84,2159-04-01,12372.913125833895
part_b_premium,65-84,2159-05-01,12405.433310690356
part_b_premium,65-84,2159-06-01,12438.038969550573
part_b_premium,65-84,2159-07-01,12470.730327069048
part_b_premium,65-84,2159-08-01,12503.507608490723
part_b_premium,65-84,2159-09-01,12536.371039652553
part_b_premium,65-84,2159-10-01,12569.320846985112
part_b_premium,65-84,2159-11-01,12602.357257514064
part_b_premium,65-84,2159-12-01,12635.480498861787
part_b_premium,65-84,2160-01-01,12668.69079924895
part_b_premium,65-84,2160-02-01,12701.988387496032
part_b_premium,65-84,2160-03-01,12735.373493024934
part_b_premium,65-84,2160-04-01,12768.846345860578
part_b_premium,65-84,2160-05-01,12802.407176632449
part_b_premium,65-84,2160-06-01,12836.056216576193
part_b_premium,65-84,2160-07-01,12869.793697535259
part_b_premium,65-84,2160-08-01,12903.619851962425
part_b_premium,65-84,2160-09-01,12937.534912921436
part_b_premium,65-84,2160-10-01,12971.539114088635
part_b_premium,65-84,2160-11-01,13005.632689754519
part_b_premium,65-84,2160-12-01,13039.815874825365
part_b_premium,65-84,2161-01-01,13074.088904824917
part_b_premium,65-84,2161-02-01,13108.452015895908
part_b_premium,65-84,2161-03-01,13142.90544480173
part_b_premium,65-84,2161-04-01,13177.44942892812
part_b_premium,65-84,2161-05-01,13212.084206284688
part_b_premium,65-84,2161-06-01,13246.81001550663
part_b_premium,65-84,2161-07-01,13281.627095856387
part_b_premium,65-84,2161-08-01,13316.535687225223
part_b_premium,65-84,2161-09-01,13351.536030134923
part_b_premium,65-84,2161-10-01,13386.628365739472
part_b_premium,65-84,2161-11-01,13421.812935826661
part_b_premium,65-84,2161-12-01,13457.089982819778
part_b_premium,65-84,2162-01-01,13492.459749779315
part_b_premium,65-84,2162-02-01,13527.922480404577
part_b_premium,65-84,2162-03-01,13563.478419035388
part_b_premium,65-84,2162-04-01,13599.127810653818
part_b_premium,65-84,2162-05-01,13634.870900885797
part_b_premium,65-84,2162-06-01,13670.707936002844
part_b_premium,65-84,2162-07-01,13706.63916292379
part_b_premium,65-84,2162-08-01,13742.664829216432
part_b_premium,65-84,2162-09-01,13778.785183099239
part_b_premium,65-84,2162-10-01,13815.000473443135
part_b_premium,65-84,2162-11-01,13851.310949773115
part_b_premium,65-84,2162-12-01,13887.716862270012
part_b_premium,65-84,2163-01-01,13924.218461772256
part_b_premium,65-84,2163-02-01,13960.815999777526
part_b_premium,65-84,2163-03-01,13997.509728444522
part_b_premium,65-84,2163-04-01,14034.299900594742
part_b_premium,65-84,2163-05-01,14071.186769714142
part_b_premium,65-84,2163-06-01,14108.170589954932
part_b_premium,65-84,2163-07-01,14145.251616137353
part_b_premium,65-84,2163-08-01,14182.430103751356
part_b_premium,65-84,2163-09-01,14219.706308958415
part_b_premium,65-84,2163-10-01,14257.080488593316
part_b_premium,65-84,2163-11-01,14294.552900165854
part_b_premium,65-84,2163-12-01,14332.123801862654
part_b_premium,65-84,2164-01-01,14369.793452548967
part_b_premium,65-84,2164-02-01,14407.562111770403
part_b_premium,65-84,2164-03-01,14445.430039754745
part_b_premium,65-84,2164-04-01,14483.397497413773
part_b_premium,65-84,2164-05-01,14521.464746344996
part_b_premium,65-84,2164-06-01,14559.632048833493
part_b_premium,65-84,2164-07-01,14597.899667853748
part_b_premium,65-84,2164-08-01,14636.2678670714
part_b_premium,65-84,2164-09-01,14674.736910845086
part_b_premium,65-84,2164-10-01,14713.307064228304
part_b_premium,65-84,2164-11-01,14751.978592971163
part_b_premium,65-84,2164-12-01,14790.751763522258
part_b_premium,65-84,2165-01-01,14829.626843030535
part_b_premium,65-84,2165-02-01,14868.60409934706
part_b_premium,65-84,2165-03-01,14907.683801026898
part_b_premium,65-84,2165-04-01,14946.866217331013
part_b_premium,65-84,2165-05-01,14986.151618228037
part_b_premium,65-84,2165-06-01,15025.540274396162
part_b_premium,65-84,2165-07-01,15065.032457225068
part_b_premium,65-84,2165-08-01,15104.628438817685
part_b_premium,65-84,2165-09-01,15144.328491992128
part_b_premium,65-84,2165-10-01,15184.132890283607
part_b_premium,65-84,2165-11-01,15224.04190794624
part_b_premium,65-84,2165-12-01,15264.05581995497
part_b_premium,65-84,2166-01-01,15304.174902007511
part_b_premium,65-84,2166-02-01,15344.399430526164
part_b_premium,65-84,2166-03-01,15384.72968265976
part_b_premium,65-84,2166-04-01,15425.165936285606
part_b_premium,65-84,2166-05-01,15465.708470011334
part_b_premium,65-84,2166-06-01,15506.357563176844
part_b_premium,65-84,2166-07-01,15547.11349585627
part_b_premium,65-84,2166-08-01,15587.976548859851
part_b_premium,65-84,2166-09-01,15628.947003735877
part_b_premium,65-84,2166-10-01,15670.025142772683
part_b_premium,65-84,2166-11-01,15711.21124900052
part_b_premium,65-84,2166-12-01,15752.50560619353
part_b_premium,65-84,2167-01-01,15793.908498871753
part_b_premium,65-84,2167-02-01,15835.420212303003
part_b_premium,65-84,2167-03-01,15877.04103250487
part_b_premium,65-84,2167-04-01,15918.771246246746
part_b_premium,65-84,2167-05-01,15960.611141051697
part_b_premium,65-84,2167-06-01,16002.5610051985
part_b_premium,65-84,2167-07-01,16044.62112772367
part_b_premium,65-84,2167-08-01,16086.791798423366
part_b_premium,65-84,2167-09-01,16129.073307855426
part_b_premium,65-84,2167-10-01,16171.46594734141
part_b_premium,65-84,2167-11-01,16213.970008968538
part_b_premium,65-84,2167-12-01,16256.585785591724
part_b_premium,65-84,2168-01-01,16299.313570835648
part_b_premium,65-84,2168-02-01,16342.153659096699
part_b_premium,65-84,2168-03-01,16385.106345545028
part_b_premium,65-84,2168-04-01,16428.171926126644
part_b_premium,65-84,2168-05-01,16471.35069756535
part_b_premium,65-84,2168-06-01,16514.642957364853
part_b_premium,65-84,2168-07-01,16558.04900381083
part_b_premium,65-84,2168-08-01,16601.569135972917
part_b_premium,65-84,2168-09-01,16645.203653706798
part_b_premium,65-84,2168-10-01,16688.952857656335
part_b_premium,65-84,2168-11-01,16732.817049255533
part_b_premium,65-84,2168-12-01,16776.79653073066
part_b_premium,65-84,2169-01-01,16820.89160510239
part_b_premium,65-84,2169-02-01,16865.102576187794
part_b_premium,65-84,2169-03-01,16909.42974860247
part_b_premium,65-84,2169-04-01,16953.873427762697
part_b_premium,65-84,2169-05-01,16998.433919887444
part_b_premium,65-84,2169-06-01,17043.11153200053
part_b_premium,65-84,2169-07-01,17087.906571932777
part_b_premium,65-84,2169-08-01,17132.81934832405
part_b_premium,65-84,2169-09-01,17177.850170625417
part_b_premium,65-84,2169-10-01,17222.99934910134
part_b_premium,65-84,2169-11-01,17268.26719483171
part_b_premium,65-84,2169-12-01,17313.654019714042
part_b_premium,65-84,2170-01-01,17359.160136465667
part_b_premium,65-84,2170-02-01,17404.785858625804
part_b_premium,65-84,2170-03-01,17450.53150055775
part_b_premium,65-84,2170-04-01,17496.397377451103
part_b_premium,65-84,2170-05-01,17542.383805323843
part_b_premium,65-84,2170-06-01,17588.491101024545
part_b_premium,65-84,2170-07-01,17634.719582234626
part_b_premium,65-84,2170-08-01,17681.06956747042
part_b_premium,65-84,2170-09-01,17727.54137608543
part_b_premium,65-84,2170-10-01,17774.135328272583
part_b_premium,65-84,2170-11-01,17820.851745066324
part_b_premium,65-84,2170-12-01,17867.69094834489
part_b_premium,65-84,2171-01-01,17914.65326083257
part_b_premium,65-84,2171-02-01,17961.73900610183
part_b_premium,65-84,2171-03-01,18008.948508575595
part_b_premium,65-84,2171-04-01,18056.28209352954
part_b_premium,65-84,2171-05-01,18103.740087094204
part_b_premium,65-84,2171-06-01,18151.322816257332
part_b_premium,65-84,2171-07-01,18199.030608866135
part_b_premium,65-84,2171-08-01,18246.863793629473
part_b_premium,65-84,2171-09-01,18294.822700120163
part_b_premium,65-84,2171-10-01,18342.907658777305
part_b_premium,65-84,2171-11-01,18391.119000908446
part_b_premium,65-84,2171-12-01,18439.45705869193
part_b_premium,65-84,2172-01-01,18487.92216517921
part_b_premium,65-84,2172-02-01,18536.514654297087
part_b_premium,65-84,2172-03-01,18585.234860850018
part_b_premium,65-84,2172-04-01,18634.083120522486
part_b_premium,65-84,2172-05-01,18683.059769881223
part_b_premium,65-84,2172-06-01,18732.165146377567
part_b_premium,65-84,2172-07-01,18781.399588349854
part_b_premium,65-84,2172-08-01,18830.76343502562
part_b_premium,65-84,2172-09-01,18880.257026524014
part_b_premium,65-84,2172-10-01,18929.88070385818
part_b_premium,65-84,2172-11-01,18979.634808937517
part_b_premium,65-84,2172-12-01,19029.51968457007
part_b_premium,65-84,2173-01-01,19079.535674464947
part_b_premium,65-84,2173-02-01,19129.683123234598
part_b_premium,65-84,2173-03-01,19179.96237639722
part_b_premium,65-84,2173-04-01,19230.373780379203
part_b_premium,65-84,2173-05-01,19280.91768251742
part_b_premium,65-84,2173-06-01,19331.59443106165
part_b_premium,65-84,2173-07-01,19382.404375177048
part_b_premium,65-84,2173-08-01,19433.347864946438
part_b_premium,65-84,2173-09-01,19484.42525137278
part_b_premium,65-84,2173-10-01,19535.636886381642
part_b_premium,65-84,2173-11-01,19586.983122823516
part_b_premium,65-84,2173-12-01,19638.464314476314
part_b_premium,65-84,2174-01-01,19690.080816047826
part_b_premium,65-84,2174-02-01,19741.832983178105
part_b_premium,65-84,2174-03-01,19793.721172441932
part_b_premium,65-84,2174-04-01,19845.74574135134
part_b_premium,65-84,2174-05-01,19897.907048357978
part_b_premium,65-84,2174-06-01,19950.205452855625
part_b_premium,65-84,2174-07-01,20002.641315182715
part_b_premium,65-84,2174-08-01,20055.214996624723
part_b_premium,65-84,2174-09-01,20107.926859416708
part_b_premium,65-84,2174-10-01,20160.777266745856
part_b_premium,65-84,2174-11-01,20213.766582753873
part_b_premium,65-84,2174-12-01,20266.895172539556
part_b_premium,85+,2024-02-01,175.0456145198359
part_b_premium,85+,2024-03-01,175.39191277977673
part_b_premium,85+,2024-04-01,175.73889613248704
part_b_premium,85+,2024-05-01,176.08656593330747
part_b_premium,85+,2024-06-01,176.43492354025997
part_b_premium,85+,2024-07-01,176.78397031405305
part_b_premium,85+,2024-08-01,177.1337076180873
part_b_premium,85+,2024-09-01,177.48413681846046
part_b_premium,85+,2024-10-01,177.8352592839728
part_b_premium,85+,2024-11-01,178.18707638613267
part_b_premium,85+,2024-12-01,178.53958949916162
part_b_premium,85+,2025-01-01,178.8928
part_b_premium,85+,2025-02-01,179.246709268312
part_b_premium,85+,2025-03-01,179.60131868649137
part_b_premium,85+,2025-04-01,179.95662963966674
part_b_premium,85+,2025-05-01,180.31264351570687
part_b_premium,85+,2025-06-01,180.6693617052262
part_b_premium,85+,2025-07-01,181.02678560159035
part_b_premium,85+,2025-08-01,181.3849166009214
part_b_premium,85+,2025-09-01,181.7437561021035
part_b_premium,85+,2025-10-01,182.10330550678813
part_b_premium,85+,2025-11-01,182.46356621939984
part_b_premium,85+,2025-12-01,182.82453964714153
part_b_premium,85+,2026-01-01,183.1862272
part_b_premium,85+,2026-02-01,183.54863029075148
part_b_premium,85+,2026-03-01,183.9117503349672
part_b_premium,85+,2026-04-01,184.27558875101872
part_b_premium,85+,2026-05-01,184.64014696008383
part_b_premium,85+,2026-06-01,185.0054263861516
part_b_premium,85+,2026-07-01,185.3714284560285
part_b_premium,85+,2026-08-01,185.73815459934352
part_b_premium,85+,2026-09-01,186.105606248554
part_b_premium,85+,2026-10-01,186.47378483895105
part_b_premium,85+,2026-11-01,186.84269180866545
part_b_premium,85+,2026-12-01,187.21232859867294
part_b_premium,85+,2027-01-01,187.5826966528
part_b_premium,85+,2027-02-01,187.95379741772953
part_b_premium,85+,2027-03-01,188.3256323430064
part_b_premium,85+,2027-04-01,188.6982028810432
part_b_premium,85+,2027-05-01,189.07151048712583
part_b_premium,85+,2027-06-01,189.44555661941928
part_b_premium,85+,2027-07-01,189.8203427389732
part_b_premium,85+,2027-08-01,190.19587030972778
part_b_premium,85+,2027-09-01,190.57214079851926
part_b_premium,85+,2027-10-01,190.9491556750859
part_b_premium,85+,2027-11-01,191.32691641207342
part_b_premium,85+,2027-12-01,191.7054244850411
part_b_premium,85+,2028-01-01,192.08468137246723
part_b_premium,85+,2028-02-01,192.46468855575506
part_b_premium,85+,2028-03-01,192.84544751923855
part_b_premium,85+,2028-04-01,193.22695975018826
part_b_premium,85+,2028-05-01,193.60922673881683
part_b_premium,85+,2028-06-01,193.99224997828534
part_b_premium,85+,2028-07-01,194.37603096470858
part_b_premium,85+,2028-08-01,194.76057119716123
part_b_premium,85+,2028-09-01,195.14587217768377
part_b_premium,85+,2028-10-01,195.53193541128795
part_b_premium,85+,2028-11-01,195.91876240596318
part_b_premium,85+,2028-12-01,196.30635467268206
part_b_premium,85+,2029-01-01,196.69471372540642
part_b_premium,85+,2029-02-01,197.08384108109317
part_b_premium,85+,2029-03-01,197.4737382597003
part_b_premium,85+,2029-04-01,197.86440678419277
part_b_premium,85+,2029-05-01,198.25584818054847
part_b_premium,85+,2029-06-01,198.64806397776417
part_b_premium,85+,2029-07-01,199.04105570786157
part_b_premium,85+,2029-08-01,199.43482490589312
part_b_premium,85+,2029-09-01,199.82937310994814
part_b_premium,85+,2029-10-01,200.22470186115888
part_b_premium,85+,2029-11-01,200.62081270370635
part_b_premium,85+,2029-12-01,201.01770718482643
part_b_premium,85+,2030-01-01,201.41538685481618
part_b_premium,85+,2030-02-01,201.8138532670394
part_b_premium,85+,2030-03-01,202.2131079779331
part_b_premium,85+,2030-04-01,202.61315254701339
part_b_premium,85+,2030-05-01,203.0139885368816
part_b_premium,85+,2030-06-01,203.41561751323053
part_b_premium,85+,2030-07-01,203.81804104485028
part_b_premium,85+,2030-08-01,204.22126070363456
part_b_premium,85+,2030-09-01,204.62527806458692
part_b_premium,85+,2030-10-01,205.0300947058267
part_b_premium,85+,2030-11-01,205.43571220859528
part_b_premium,85+,2030-12-01,205.84213215726228
part_b_premium,85+,2031-01-01,206.24935613933175
part_b_premium,85+,2031-02-01,206.65738574544835
part_b_premium,85+,2031-03-01,207.0662225694035
part_b_premium,85+,2031-04-01,207.47586820814172
part_b_premium,85+,2031-05-01,207.8863242617668
part_b_premium,85+,2031-06-01,208.29759233354807
part_b_premium,85+,2031-07-01,208.70967402992667
part_b_premium,85+,2031-08-01,209.12257096052178
part_b_premium,85+,2031-09-01,209.536284738137
part_b_premium,85+,2031-10-01,209.95081697876654
part_b_premium,85+,2031-11-01,210.36616930160156
part_b_premium,85+,2031-12-01,210.78234332903662
part_b_premium,85+,2032-01-01,211.19934068667573
part_b_premium,85+,2032-02-01,211.61716300333913
part_b_premium,85+,2032-03-01,212.03581191106917
part_b_premium,85+,2032-04-01,212.45528904513714
part_b_premium,85+,2032-05-01,212.87559604404922
part_b_premium,85+,2032-06-01,213.2967345495532
part_b_premium,85+,2032-07-01,213.7187062066449
part_b_premium,85+,2032-08-01,214.1415126635743
part_b_premium,85+,2032-09-01,214.5651555718523
part_b_premium,85+,2032-10-01,214.98963658625692
part_b_premium,85+,2032-11-01,215.41495736483998
part_b_premium,85+,2032-12-01,215.84111956893346
