age_yrs,age_mos,account_0,account_1,account_2,account_3,account_4,account_5,account_6,account_7,account_8,account_9,account_10,account_11,account_12,account_13,account_14,account_15,account_16,account_17,account_18,account_19,account_20,account_21,account_22,account_23,account_24,account_25,account_26,account_27,account_28,account_29,account_30,account_31,account_32,account_33,account_34,account_35,account_36,account_37,account_38,account_39,account_40,account_41,account_42,account_43,account_44,account_45,account_46,account_47,account_48,account_49,account_50,account_51,account_52,account_53,account_54,account_55,account_56,account_57,account_58,account_59,account_60,account_61,account_62,account_63,account_64,account_65,account_66,account_67,account_68,account_69,account_70,account_71,account_72,account_73,account_74,account_75,account_76,account_77,account_78,account_79,account_80,account_81,account_82,account_83,account_84,account_85,account_86,account_87,account_88,account_89,account_90,account_91,account_92,account_93,account_94,account_95,account_96,account_97,account_98,account_99,account_100,avg,account_type
41,0,635551.706298,613358.16,639940.78,628063.48,660912.26,655191.9299999999,626543.03,626532.18,628621.9,673026.4099999999,574333.0700000001,643693.61,613177.3300000001,620599.6,630625.72,611022.77,646644.0700000001,595101.63,609979.62,626492.76,587673.36,622245.82,627908.34,662451.23,615689.51,629565.59,655201.0900000001,626114.28,632513.66,638903.4,632180.04,663552.85,625209.73,621170.35,617779.81,649675.7,620950.96,625861.28,642276.77,648959.95,645017.72,646740.49,610008.9199999999,610276.75,639332.1799999999,618183.49,641171.39,634764.75,612422.21,638694.34,617983.3,652417.4299999999,655096.9199999999,609812.37,658848.77,612093.65,621232.48,617013.4199999999,643800.55,627354.58,608546.1799999999,647636.0700000001,628664.19,642397.8200000001,646008.32,610646.58,636572.12,615964.3,639551.49,618788.1799999999,667048.8400000001,615953.69,626516.51,634674.3,612202.4299999999,615410.3200000001,670725.64,607062.4099999999,652734.37,594867.6599999999,604414.81,627102.1799999999,644644.12,659155.56,649377.8200000001,634912.9299999999,656655.0700000001,632019.5,626771.32,633164.66,662257.87,615223.88,651584.02,611026.6799999999,601675.86,634020.35,655268.74,628196.0599999999,603531.24,596909.72,633448.04,630404.8841217624,total
42,0,248337.755264,253851.39,266634.91,228739.42,279465.97,271375.58,258475.47,246519.75,244506.28,293101.92,221102.08,265071.17,247300.08,263485.85,248931.39,232307.42,250019.24,220333.68,223308.44,241690.37,223673.42,244018.0,247158.53,289814.66,226397.83,253745.82,259010.19,227720.85,239294.25,250831.43,238882.21,260728.81,245836.06,224516.47,250628.78,274626.15,217215.76,230704.75,241107.4,247550.69,231180.75,277731.86,246658.29,229696.85,251944.49,230129.04,242774.96,250339.19,219220.59,261645.75,222594.89,255295.51,252573.37,263431.49,264215.61,225479.63,230217.35,259608.55,272203.42,265666.18,241381.76,260438.32,267000.51,260678.46,263851.16,246511.92,254820.48,240084.22,253352.39,231408.37,260814.63,235936.35,249806.82,253694.4,229838.33,240338.12,292278.7,218276.37,240387.02,238862.28,218512.33,254211.06,226883.62,256192.1,259890.43,254807.52,263885.1,254647.15,233713.34,239209.46,255070.91,254443.26,259044.89,255697.26,233002.18,250186.23,265158.69,242455.24,239266.89,227300.44,260537.71,247866.3803491486,savings
42,0,433444.68472,405814.37,411728.65,445732.89,436124.36,438374.18,419729.57,424072.34,437436.44,431558.4,391479.25,422862.54,408309.63,412074.44,436110.28,426320.55,439852.55,409289.66,430926.19,424105.43,409138.92,436263.96,424996.49,427274.82,438322.26,428268.59,441456.65,449663.32,444008.07,436932.22,434391.98,448822.85,430336.53,448921.5,398741.44,437723.56,430455.03,435709.08,457032.18,455121.91,464933.44,415581.58,424945.11,421070.09,449740.61,432285.72,446322.04,420855.78,446010.99,411965.09,429479.01,463277.27,456459.32,391068.93,451159.33,425686.5,430797.04,408590.06,428185.05,416735.66,402977.15,434462.57,408820.34,430564.4,424584.8,398494.61,430807.44,424296.93,426439.84,435615.84,460716.39,413970.45,422203.07,426495.92,443328.94,418283.21,438903.6,417717.91,452975.97,394264.19,430440.64,412786.82,454179.25,457824.03,422974.84,431547.07,447620.15,422887.99,439258.28,449151.87,459877.44,411478.74,437116.79,419302.15,407471.95,433341.54,436864.65,425198.77,409424.21,408269.27,416489.28,429440.6503437625,retirement
42,0,681782.439984,659665.76,678363.56,674472.31,715590.33,709749.76,678205.04,670592.0900000001,681942.72,724660.3200000001,612581.33,687933.71,655609.71,675560.29,685041.67,658627.97,689871.79,629623.34,654234.63,665795.8,632812.34,680281.96,672155.02,717089.48,664720.09,682014.41,700466.8400000001,677384.17,683302.3200000001,687763.6499999999,673274.19,709551.6599999999,676172.5900000001,673437.97,649370.22,712349.71,647670.79,666413.8300000001,698139.58,702672.6,696114.19,693313.44,671603.4,650766.9400000001,701685.1,662414.76,689097.0,671194.97,665231.58,673610.8400000001,652073.9,718572.78,709032.69,654500.4199999999,715374.94,651166.13,661014.39,668198.61,700388.47,682401.84,644358.91,694900.89,675820.8500000001,691242.86,688435.96,645006.53,685627.92,664381.15,679792.23,667024.21,721531.02,649906.8,672009.89,680190.32,673167.27,658621.3300000001,731182.3,635994.28,693362.99,633126.47,648952.97,666997.88,681062.87,714016.13,682865.27,686354.59,711505.25,677535.14,672971.62,688361.33,714948.35,665922.0,696161.6799999999,674999.41,640474.13,683527.77,702023.3400000001,667654.01,648691.1000000001,635569.71,677026.99,677307.030692911,total
43,0,252137.20632,252303.51,269321.27,232872.54,288433.23,279611.36,263693.39,250712.05,246946.11,304421.43,220101.48,271830.97,256532.32,267235.82,257035.9,232252.41,254131.02,223499.08,227566.98,243213.81,226090.19,245571.67,252603.95,295866.82,224407.55,258414.37,264183.99,232525.85,243102.43,253136.97,243428.3,261263.17,247253.88,227024.11,252985.57,279413.65,221622.72,232884.5,248133.4,252413.28,234578.14,287694.92,251707.59,230274.89,258966.35,232140.69,245309.29,253595.58,222856.88,265527.02,229268.16,255658.11,255436.53,268935.46,268700.0,227056.84,232073.8,264485.97,279857.19,270881.99,243461.09,264155.15,277444.42,265477.93,267196.96,248266.17,256424.65,241013.77,258443.99,228982.44,266100.38,238035.76,252112.69,260470.82,231612.96,241415.15,300122.01,223482.54,242868.34,242539.14,225170.25,259149.55,229991.99,264775.89,261078.94,256335.95,271628.38,257712.8,237830.52,240801.71,261630.72,257746.6,263098.15,263856.21,237533.26,253553.82,270112.98,246447.54,242405.99,230861.88,271442.29,251920.54887445548,savings
43,0,479078.6672,440407.23,471858.22,497584.87,475116.52,489866.25,473053.34,464513.88,492067.24,476513.24,439463.8,461308.79,443886.91,462155.05,476861.3,457354.92,477344.31,450743.83,474561.59,467740.97,463284.58,470831.36,474625.78,468736.0,489000.3,461165.06,504534.18,490757.64,489357.26,495245.03,491018.72,504639.34,472103.8,501061.61,427674.38,481450.22,482091.43,482337.65,509123.91,502268.98,514955.02,470644.03,474433.84,476860.51,493589.31,483981.82,502222.91,464738.49,495262.3,462590.4,480208.92,512635.41,489578.47,427063.33,499216.68,487901.29,471460.48,453050.29,453405.67,477760.12,455751.4,481019.17,449249.75,480403.78,472227.83,436114.49,484964.09,479866.82,469182.29,498729.86,499398.92,456738.51,465411.22,477346.29,484742.92,466160.47,472837.37,456140.48,505016.8,446878.33,474375.28,443199.34,494501.02,502105.34,452117.32,474820.7,485864.66,475684.76,485932.49,484654.86,499691.3,454741.38,480971.5,457982.61,459444.06,481774.56,478305.02,467743.1,456727.57,459494.87,455149.97,475126.831160396,retirement
43,0,731215.87352,692710.74,741179.49,730457.41,763549.75,769477.61,736746.73,715225.9299999999,739013.35,780934.6699999999,659565.28,733139.76,700419.23,729390.87,733897.2,689607.33,731475.33,674242.91,702128.5700000001,710954.78,689374.77,716403.03,727229.73,764602.8200000001,713407.85,719579.4299999999,768718.1699999999,723283.49,732459.69,748382.0,734447.02,765902.51,719357.6799999999,728085.72,680659.95,760863.87,703714.15,715222.15,757257.3099999999,754682.26,749533.16,758338.95,726141.43,707135.4,752555.66,716122.51,747532.2,718334.07,718119.1799999999,728117.42,709477.08,768293.52,745015.0,695998.79,767916.6799999999,714958.13,703534.28,717536.26,733262.86,748642.11,699212.49,745174.3200000001,726694.1699999999,745881.71,739424.79,684380.66,741388.74,720880.59,727626.28,727712.3,765499.3,694774.27,717523.9099999999,737817.11,716355.88,707575.62,772959.38,679623.02,747885.14,689417.47,699545.53,702348.89,724493.01,766881.23,713196.26,731156.65,757493.04,733397.56,723763.01,725456.57,761322.02,712487.98,744069.65,721838.8200000001,696977.3200000001,735328.38,748418.0,714190.64,699133.56,690356.75,726592.26,727047.3800348515,total
44,0,256211.562273,254210.21,276639.72,233542.13,297943.64,287957.4,270693.6,255789.65,251995.93,309623.09,224807.29,280959.11,260914.31,271089.69,263703.38,232517.05,256260.59,226291.24,227688.83,242761.53,229581.95,246831.38,259851.22,302225.53,229771.19,262054.09,272671.64,233905.91,246484.8,257142.59,247116.41,260971.44,249359.58,232270.43,252380.55,285853.2,226398.12,238430.88,252244.91,253168.97,237180.25,291843.89,253644.56,231763.39,267699.41,229606.84,246717.28,251867.1,224222.43,275776.37,231467.08,257584.8,257145.99,274625.25,274104.61,229573.58,234685.98,269909.64,284864.51,279487.88,243560.08,268908.98,281253.97,269233.47,274344.36,248738.87,258771.28,242089.0,264603.08,230526.37,273892.22,243230.8,257824.95,261103.53,233271.9,241905.2,309484.1,228608.78,245144.11,246740.1,225954.97,263121.47,231821.54,275146.07,264845.66,255391.31,274872.34,261616.44,246768.1,241390.04,270337.27,265010.44,267190.04,269504.68,239343.97,258943.06,275209.75,249035.26,245038.24,236749.52,278999.05,255877.3262601287,savings
44,0,527764.002981,481045.13,498995.97,559028.34,516326.03,548670.04,524046.11,521644.58,531421.54,524885.05,485732.41,516193.57,496614.84,505698.68,523223.29,514436.59,513914.4,497758.26,526173.22,505773.87,501825.4,521878.79,532079.87,509379.62,545934.5,496336.11,555688.99,529286.86,536018.59,545511.79,548412.87,548160.35,530523.47,558464.01,479953.87,543125.73,529925.46,518293.38,566610.04,557063.97,561139.32,518870.91,524667.46,535682.9,545482.38,536137.74,561054.15,510806.91,541684.23,508725.73,537222.02,560611.95,532893.72,479373.79,554752.72,541130.69,511211.57,501448.89,487491.22,532464.11,492769.59,521074.52,502355.85,525688.5,528625.86,476438.85,533905.48,531031.82,512262.2,563031.33,543759.23,502983.14,526391.64,529066.27,537481.81,493063.18,530094.4,506050.05,558014.12,501736.41,530324.67,500705.27,535249.48,548167.22,497207.64,521039.02,521338.42,519644.59,550087.25,537011.71,550649.75,508418.86,525589.7,499627.01,524657.86,532303.7,521148.89,498065.77,491700.88,499888.77,515483.26,523770.3561681287,retirement
44,0,783975.565254,735255.34,775635.69,792570.47,814269.67,836627.4400000001,794739.71,777434.23,783417.47,834508.1400000001,710539.7,797152.6799999999,757529.15,776788.37,786926.6699999999,746953.64,770174.99,724049.5,753862.0499999999,748535.4,731407.3500000001,768710.1699999999,791931.09,811605.15,775705.69,758390.2,828360.63,763192.77,782503.3899999999,802654.38,795529.28,809131.79,779883.0499999999,790734.44,732334.4199999999,828978.9299999999,756323.58,756724.26,818854.9500000001,810232.94,798319.57,810714.8,778312.02,767446.29,813181.79,765744.58,807771.43,762674.01,765906.6599999999,784502.1,768689.1,818196.75,790039.71,753999.04,828857.33,770704.2699999999,745897.55,771358.53,772355.73,811951.99,736329.67,789983.5,783609.82,794921.97,802970.22,725177.72,792676.76,773120.82,776865.28,793557.7,817651.45,746213.94,784216.5900000001,790169.8,770753.7100000001,734968.38,839578.5,734658.83,803158.23,748476.51,756279.64,763826.74,767071.02,823313.29,762053.3,776430.3300000001,796210.76,781261.03,796855.35,778401.75,820987.02,773429.3,792779.74,769131.69,764001.83,791246.76,796358.64,747101.03,736739.12,736638.29,794482.31,779647.6824282574,total
45,0,260567.127063,260302.66,282041.23,235293.82,306932.08,295726.25,276967.14,258369.43,258818.86,314920.87,225598.95,290994.0,266575.28,272273.42,269549.6,237241.93,262535.88,227623.12,227220.99,247518.34,229354.14,249891.86,263747.95,310596.91,233962.68,270684.55,278185.21,239510.21,253093.65,259197.04,247038.4,262290.92,254410.7,234832.41,251933.72,298441.24,228811.64,244461.72,256496.63,257685.56,235894.18,298152.22,259049.04,235720.65,269766.58,233511.3,246559.42,256731.39,228657.57,281180.46,236481.68,260815.79,262611.15,281707.11,283481.62,231382.07,234992.64,275144.49,284980.02,286161.82,245008.13,272031.09,289429.05,275566.77,278335.17,250229.15,261969.66,242358.34,271805.34,232595.42,277209.11,250313.35,263345.71,266725.31,237682.45,243871.11,317013.17,231595.61,246471.56,248506.58,228305.13,266357.92,235162.71,284097.57,275127.75,262662.25,282163.78,263060.34,250042.58,243123.25,278203.07,266110.74,273964.94,282638.58,240114.28,260416.79,272522.74,252838.53,252386.41,238886.76,287497.07,260222.02561448523,savings
45,0,579622.756076,528853.16,543437.0,609891.42,565649.96,611901.48,580902.88,578518.35,588550.83,574471.01,536659.6,566927.63,528507.79,545818.25,575082.43,554400.03,566065.44,556227.39,575677.44,556012.15,546328.56,576653.58,565800.69,564980.38,610424.94,543500.19,598864.61,580731.98,587713.59,589361.42,598353.83,600468.31,585436.96,617250.4,533085.39,600043.63,588696.1,568280.19,603904.06,622897.39,604979.52,575239.9,573698.72,579523.96,610434.34,581528.17,618371.81,565168.33,597779.81,566796.36,590786.09,612843.26,587689.2,528135.94,622276.75,578473.14,558199.86,573273.25,535834.31,597796.39,541363.78,559733.05,550321.46,592167.44,565068.46,523580.48,585205.16,588785.93,567294.62,604947.59,587452.68,555240.96,577167.83,564568.39,588072.9,530917.57,590713.17,561295.66,599994.61,538637.92,597251.01,543945.41,584370.75,610724.96,552776.45,558879.91,583766.43,566494.91,597910.96,571665.2,592976.8,569067.22,574365.26,565785.32,580325.26,601523.66,576530.56,556620.84,520712.75,539682.31,566654.01,574745.9598621384,retirement
45,0,840189.883139,789155.8200000001,825478.23,845185.24,872582.04,907627.73,857870.02,836887.78,847369.69,889391.88,762258.55,857921.63,795083.0700000001,818091.6699999999,844632.03,791641.96,828601.32,783850.51,802898.4299999999,803530.49,775682.7000000001,826545.44,829548.6399999999,875577.29,844387.6199999999,814184.74,877049.8200000001,820242.19,840807.24,848558.4600000001,845392.23,862759.23,839847.6599999999,852082.81,785019.11,898484.87,817507.74,812741.9099999999,860400.6900000001,880582.95,840873.7,873392.12,832747.76,815244.61,880200.9199999999,815039.47,864931.2300000001,821899.72,826437.3800000001,847976.8200000001,827267.77,873659.05,850300.35,809843.0499999999,905758.37,809855.21,793192.5,848417.74,820814.3300000001,883958.21,786371.91,831764.1400000001,839750.51,867734.21,843403.6299999999,773809.63,847174.8200000001,831144.27,839099.96,837543.01,864661.79,805554.3099999999,840513.54,831293.7,825755.3500000001,774788.6799999999,907726.3400000001,792891.27,846466.1699999999,787144.5,825556.14,810303.3300000001,819533.46,894822.53,827904.2,821542.16,865930.2100000001,829555.25,847953.5399999999,814788.45,871179.8700000001,835177.96,848330.2,848423.8999999999,820439.54,861940.4500000001,849053.3,809459.37,773099.16,778569.0700000001,854151.0800000001,834967.9854766236,total
46,0,265210.320974,264274.96,293867.69,236751.37,316645.79,305645.05,282658.25,267878.18,268502.18,325250.72,230442.46,293936.49,273756.15,278962.26,277510.62,244417.97,268345.41,232032.03,229784.67,250220.35,233059.51,254224.61,266438.81,323691.02,241566.55,269712.87,284239.0,245376.24,254269.16,259094.11,256142.08,263294.4,260857.08,240634.22,252516.4,310143.13,233652.6,247686.52,266506.53,265976.63,240764.86,308591.63,267282.64,235018.6,272100.89,235352.73,254049.63,260902.99,227762.67,289141.18,239914.51,263432.48,267029.91,287894.07,284526.37,234719.99,238320.27,282907.46,293183.12,294570.55,249820.51,278344.15,301785.68,282990.65,284503.11,256267.17,263446.73,245394.33,276380.95,232406.85,283240.04,255032.36,269791.09,271146.56,239402.91,250761.09,324206.34,237704.04,249639.6,253060.7,229949.51,271229.79,237811.05,291113.0,281804.05,265571.45,289309.34,264772.77,254795.95,245475.73,285894.48,270349.52,283867.12,290017.01,242468.77,266087.39,274245.63,256488.5,257291.94,241617.61,293537.72,265462.0210987525,savings
46,0,634781.873445,603155.43,590694.86,674370.44,609770.4,678286.63,634380.77,631427.83,638400.4,602719.2,586850.35,617114.32,563956.24,603193.44,621769.22,625604.84,635784.44,608134.01,623291.4,603352.91,596559.63,635743.24,627843.77,615384.16,661335.3,609556.92,664623.42,649886.33,629743.77,658875.55,641700.63,648893.48,645962.26,677293.81,586138.51,655701.19,650650.45,634750.63,672168.96,679878.45,659378.77,631274.81,623852.76,631081.03,656547.62,625731.78,668809.44,634140.64,652960.2,625489.73,647611.93,671254.52,628376.46,598109.77,661540.03,630453.04,619816.87,618272.2,585321.42,646606.15,587689.27,625268.71,607674.46,655398.7,621350.52,538316.32,658457.11,640104.87,620545.75,654249.94,651906.91,599251.28,630573.82,628156.92,638711.38,600764.37,635481.45,609320.37,678617.4,586209.08,653419.31,586858.03,637833.8,674333.11,608482.87,627181.39,634641.04,613233.31,644391.92,631120.32,647991.03,610829.38,619504.0,592347.57,631350.16,664530.61,632852.29,620598.42,573623.98,587383.07,611239.17,628892.5944895546,retirement
46,0,899992.1944190001,867430.3900000001,884562.55,911121.8099999999,926416.19,983931.6799999999,917039.02,899306.01,906902.5800000001,927969.9199999999,817292.8099999999,911050.8099999999,837712.39,882155.7,899279.84,870022.8099999999,904129.8499999999,840166.04,853076.0700000001,853573.26,829619.14,889967.85,894282.5800000001,939075.18,902901.8500000001,879269.79,948862.42,895262.57,884012.93,917969.66,897842.71,912187.88,906819.34,917928.03,838654.91,965844.32,884303.0499999999,882437.15,938675.49,945855.08,900143.63,939866.4400000001,891135.4,866099.63,928648.51,861084.51,922859.07,895043.63,880722.87,914630.9099999999,887526.4400000001,934687.0,895406.3699999999,886003.8400000001,946066.4,865173.03,858137.14,901179.6599999999,878504.54,941176.7,837509.78,903612.86,909460.1399999999,938389.35,905853.63,794583.49,921903.84,885499.2,896926.7,886656.7899999999,935146.95,854283.64,900364.9099999999,899303.48,878114.29,851525.46,959687.79,847024.41,928257.0,839269.78,883368.8200000001,858087.8200000001,875644.8500000001,965446.11,890286.9199999999,892752.8400000001,923950.3800000001,878006.0800000001,899187.8700000001,876596.0499999999,933885.51,881178.9,903371.12,882364.58,873818.93,930618.0,907097.92,877086.92,830915.9199999999,829000.6799999999,904776.89,894354.6155883071,total
47,0,270147.682643,268602.21,299495.63,241739.21,324788.97,317536.82,291116.81,274022.18,274157.63,335362.69,233887.63,303830.46,278457.68,285216.06,281801.26,246101.12,270008.47,239655.53,232552.18,252436.63,235251.59,264536.69,269821.61,331824.19,248173.64,271205.45,289430.89,249306.16,258668.67,264944.15,257394.77,267434.35,268429.81,244577.9,258095.39,321100.29,241464.89,246352.98,270209.19,268078.47,244466.85,314240.71,275974.62,236441.66,276715.98,237718.02,257842.07,268385.32,232971.27,296361.6,243323.74,264321.2,271100.07,291800.07,291439.45,238884.87,239832.81,290311.42,298808.38,299832.17,250688.53,285116.14,315041.37,287871.81,288956.59,259409.38,265063.7,252094.89,285216.45,231453.09,291697.75,262483.1,277267.54,273292.52,244978.8,257793.29,329321.05,237325.11,251813.97,256271.71,230759.09,274074.49,241934.59,295060.27,284537.65,263910.85,294752.97,262662.89,257822.57,247179.99,291786.46,275807.57,293300.95,296797.16,243780.99,269596.08,277098.34,260390.37,262565.34,245572.1,301135.49,270214.586263792,savings
47,0,693373.380345,661134.45,635744.61,734260.26,665199.42,746797.71,711800.79,686505.34,710217.51,666866.19,647232.68,665959.29,608975.54,653956.85,687024.93,660003.79,706739.35,679099.81,694737.92,662453.87,656981.79,682116.71,693284.18,660967.48,710131.72,668839.1,738740.28,683146.49,689692.64,700999.99,695688.04,699568.49,685506.32,744911.0,644218.42,698230.43,691926.94,686908.99,739736.51,736718.27,705402.22,694315.98,666547.91,672709.87,698573.71,673921.77,733476.36,683944.08,709358.55,676044.33,687768.15,739537.76,681517.97,659386.12,721889.05,670936.82,692950.92,671943.54,647319.52,696652.15,649636.73,680079.94,662496.28,708765.65,674011.41,604249.93,703896.86,680376.34,680229.32,719545.04,701548.08,687141.62,675360.47,679153.86,704569.78,663463.36,695282.2,663040.94,744571.32,622823.05,702115.17,650450.25,708173.09,713715.68,664991.63,681607.66,682486.17,645065.04,712619.12,667499.44,690719.72,663747.36,672369.48,637019.56,670109.71,733733.71,695080.92,677214.98,623405.71,628778.2,670975.74,683789.2552509402,retirement
47,0,963521.062988,929736.6599999999,935240.24,975999.47,989988.39,1064334.53,1002917.6000000001,960527.52,984375.14,1002228.8799999999,881120.31,969789.75,887433.22,939172.9099999999,968826.1900000001,906104.91,976747.82,918755.3400000001,927290.1000000001,914890.5,892233.38,946653.3999999999,963105.79,992791.6699999999,958305.36,940044.55,1028171.17,932452.65,948361.31,965944.14,953082.81,967002.84,953936.1299999999,989488.9,902313.81,1019330.72,933391.83,933261.97,1009945.7,1004796.74,949869.07,1008556.69,942522.53,909151.53,975289.69,911639.79,991318.4299999999,952329.3999999999,942329.8200000001,972405.9299999999,931091.89,1003858.96,952618.04,951186.19,1013328.5,909821.69,932783.73,962254.96,946127.9,996484.3200000001,900325.26,965196.08,977537.65,996637.46,962968.0,863659.31,968960.56,932471.23,965445.77,950998.13,993245.83,949624.72,952628.01,952446.38,949548.5800000001,921256.65,1024603.25,900366.0499999999,996385.2899999999,879094.76,932874.26,924524.74,950107.6799999999,1008775.9500000001,949529.28,945518.51,977239.14,907727.93,970441.69,914679.4299999999,982506.1799999999,939554.9299999999,965670.4299999999,933816.72,913890.7,1003329.79,972179.26,937605.35,885971.05,874350.2999999999,972111.23,954003.8415147322,total
48,0,275385.87105,274936.57,311577.38,244881.0,335099.33,328704.97,298566.61,282480.55,277195.36,343471.32,240815.57,317723.01,285280.3,291504.45,288307.08,249938.17,276274.52,241731.14,238038.56,254942.3,238840.38,269282.06,271030.31,340677.56,253618.76,280581.57,298258.6,254474.17,261691.92,267667.88,258415.84,274621.25,272993.8,249016.13,261292.51,327414.84,245331.31,246087.77,274406.14,271771.94,247795.48,326852.6,282195.58,238194.3,284319.27,242624.44,262314.56,275662.67,238496.32,300133.42,249623.19,267593.09,271342.66,297312.78,295482.32,247882.46,244624.22,293851.5,302437.43,302274.9,251966.42,293591.28,325148.77,291032.84,294549.73,262863.48,264148.4,258429.08,295407.86,231592.2,297391.36,270130.5,282555.93,282498.51,244549.28,262997.35,337074.62,239945.51,255353.1,260813.41,234612.46,275107.95,243706.44,306434.48,287207.29,270931.3,301182.97,262654.38,263165.54,247466.34,301085.08,278086.42,297768.96,303104.95,247107.16,274611.67,280449.63,266295.41,269400.5,248261.98,309786.1,275404.0458519803,savings
48,0,755534.583468,731859.99,698221.5,808031.75,747630.24,804328.98,766066.66,731442.88,768426.31,741794.05,709571.35,738444.92,664693.26,710554.83,747629.69,712086.52,774776.36,748002.33,744600.31,714734.78,704575.55,739167.78,743673.06,713052.6,794960.49,719909.29,791600.29,733471.08,756569.57,754639.81,752438.4,765386.89,753367.7,805980.0,716551.83,766706.91,765214.11,766651.88,832005.2,790968.59,756016.11,752476.4,743702.65,735076.01,737702.01,743368.86,789761.68,748910.29,775939.13,726248.01,768955.57,779144.05,739986.41,723602.64,775178.14,733666.07,744992.34,727253.27,697998.56,743024.88,703459.54,753669.79,713065.5,793873.19,740930.32,653775.32,755436.24,744742.55,747526.8,771835.56,766127.61,757380.08,760442.88,739978.93,765812.04,719184.22,756530.33,714445.02,821080.22,679725.04,767907.79,701995.08,772693.52,787476.69,710511.11,758820.89,755050.99,707835.35,791847.42,712737.4,748433.27,725068.4,730290.54,698451.98,721616.12,814626.63,752948.31,743608.3,676921.24,696630.06,725083.81,745424.7671630494,retirement
48,0,1030920.4545180001,1006796.56,1009798.88,1052912.75,1082729.57,1133033.95,1064633.27,1013923.4299999999,1045621.67,1085265.37,950386.9199999999,1056167.9300000002,949973.56,1002059.28,1035936.77,962024.6900000001,1051050.88,989733.47,982638.8700000001,969677.0800000001,943415.93,1008449.8400000001,1014703.3700000001,1053730.16,1048579.25,1000490.8600000001,1089858.8900000001,987945.25,1018261.49,1022307.6900000001,1010854.24,1040008.14,1026361.5,1054996.13,977844.34,1094121.75,1010545.4199999999,1012739.65,1106411.3399999999,1062740.53,1003811.59,1079329.0,1025898.23,973270.31,1022021.28,985993.3,1052076.24,1024572.96,1014435.45,1026381.4299999999,1018578.76,1046737.1400000001,1011329.0700000001,1020915.42,1070660.46,981548.5299999999,989616.5599999999,1021104.77,1000435.99,1045299.78,955425.9600000001,1047261.0700000001,1038214.27,1084906.03,1035480.0499999999,916638.7999999999,1019584.64,1003171.63,1042934.66,1003427.76,1063518.97,1027510.58,1042998.81,1022477.4400000001,1010361.3200000001,982181.57,1093604.95,954390.53,1076433.32,940538.4500000001,1002520.25,977103.03,1016399.96,1093911.17,997718.3999999999,1029752.19,1056233.96,970489.73,1055012.96,960203.74,1049518.35,1003154.8200000001,1028059.5,1001556.9299999999,968723.28,1089238.3,1033397.9400000001,1009903.71,946321.74,944892.04,1034869.91,1020828.8130150298,total
49,0,280931.66752,279537.06,322374.68,248289.79,348025.78,336888.17,307127.77,283542.95,286475.91,354089.22,243179.39,327023.01,290075.79,298631.27,296885.54,254948.36,283082.3,247347.95,240689.13,257281.19,239267.79,269616.36,274524.66,350988.69,265789.25,290276.23,308582.01,263129.07,267171.16,271715.94,262942.09,279096.95,282898.01,255688.9,262065.14,338747.01,252226.71,254966.61,281552.79,272889.8,257435.79,333449.83,290194.56,237538.86,286500.59,247904.11,263786.71,277967.44,239705.83,304238.2,257364.87,268437.38,281425.78,299415.8,305988.95,255530.91,250101.78,300578.68,305946.15,307491.3,259059.18,305476.27,336560.7,294669.47,303582.94,267807.76,268893.78,262542.62,307612.84,236168.81,304042.51,277982.28,291706.47,287627.96,249296.07,265817.43,346156.01,244777.97,260324.96,263817.34,233663.2,276463.45,247091.55,316123.9,291772.32,271296.3,308502.14,264217.62,265945.3,249341.23,310234.23,281326.62,304215.48,305226.43,252757.3,275503.63,281843.58,275363.97,271589.07,254275.37,319226.19,281103.64225267334,savings
49,0,821408.282216,784789.44,759009.31,835542.4,808964.59,902225.79,819078.51,789647.51,824456.25,814133.1,773489.82,788977.02,729851.61,742912.99,807797.65,795590.32,809122.32,803587.61,818509.02,761210.81,796536.23,839991.82,809911.48,762412.0,865167.66,784922.52,838359.67,790011.48,821467.73,831183.37,829493.08,840891.07,823400.91,873159.74,750921.66,837459.23,881426.62,834011.22,889848.4,841636.39,815771.48,827609.78,808935.27,776076.92,786824.72,803987.17,846914.23,795950.19,847833.8,793896.11,842858.86,840396.47,816824.72,793745.49,846576.1,791653.63,812592.74,779855.28,767750.47,820465.83,765239.19,803429.61,761200.18,850196.92,811210.78,712337.92,837508.8,833940.92,809515.6,835605.63,844736.95,814421.14,820996.2,798305.78,851068.62,789062.52,830232.0,761475.11,876559.73,702808.87,820991.02,777399.26,843853.16,861436.23,777130.93,822196.44,813165.67,766714.45,869387.06,777729.55,802818.93,801818.49,784695.16,779278.15,782919.81,871281.52,823982.62,810669.49,743049.99,765482.23,796533.72,809420.0222001586,retirement
