age_band,month,healthcare_cost
19-44,2088-12-01,31204.992066907107
19-44,2086-03-01,26792.78514374289
19-44,2137-04-01,454829.3303349578
19-44,2045-08-01,2824.7149372625295
19-44,2156-07-01,1322184.217145601
19-44,2042-08-01,2391.936602292736
19-44,2156-06-01,1316090.3954892023
19-44,2042-09-01,2403.01185602739
19-44,2156-05-01,1310024.659678861
19-44,2042-10-01,2414.13839090602
19-44,2156-04-01,1303986.8802695728
19-44,2042-11-01,2425.316444372915
19-44,2156-03-01,1297976.9284129385
19-44,2042-12-01,2436.5462549717877
19-44,2156-02-01,1291994.6758544093
19-44,2043-01-01,2447.828062350865
19-44,2156-01-01,1286039.9949305432
19-44,2043-02-01,2459.162107268006
19-44,2155-12-01,1280112.7585662934
19-44,2043-03-01,2470.5486315958383
19-44,2155-11-01,1274212.840272289
19-44,2042-07-01,2380.9123933521314
19-44,2043-04-01,2481.9878783269164
19-44,2156-08-01,1328306.2546924185
19-44,2156-09-01,1334456.6387761526
19-44,2041-09-01,2273.4265430722708
19-44,2157-05-01,1384696.065280556
19-44,2041-10-01,2283.9530661362537
19-44,2157-04-01,1378314.1324449382
19-44,2041-11-01,2294.5283295864856
19-44,2157-03-01,1371961.613332476
19-44,2041-12-01,2305.1525591029213
19-44,2157-02-01,1365638.3723781107
19-44,2042-01-01,2315.8259814104686
19-44,2157-01-01,1359344.2746415841
19-44,2042-02-01,2326.548824283828
19-44,2156-12-01,1353079.1858045717
19-44,2042-03-01,2337.321316552354
19-44,2156-11-01,1346842.9721678093
19-44,2042-04-01,2348.143688104935
19-44,2156-10-01,1340635.5006482329
19-44,2042-05-01,2359.016169894903
19-44,2042-06-01,2369.938993944961
19-44,2157-06-01,1391107.5480320866
19-44,2155-10-01,1268340.1141421313
19-44,2155-09-01,1262494.4548497186
19-44,2154-10-01,1199943.343559254
19-44,2044-05-01,2635.6084567989105
19-44,2154-09-01,1194412.9184954765
19-44,2044-06-01,2647.8119710460137
19-44,2154-08-01,1188907.9826362957
19-44,2044-07-01,2660.0719905602755
19-44,2154-07-01,1183428.418504381
19-44,2044-08-01,2672.388776974957
19-44,2154-06-01,1177974.10916385
19-44,2044-09-01,2684.7625931347447
19-44,2154-05-01,1172544.9382177664
19-44,2044-10-01,2697.19370310136
19-44,2154-04-01,1167140.7898056502
19-44,2044-11-01,2709.6823721591945
19-44,2154-03-01,1161761.548601018
19-44,2044-12-01,2722.2288668209744
19-44,2154-02-01,1156407.0998089141
19-44,2044-04-01,2623.46118739155
19-44,2043-05-01,2493.480091578913
19-44,2154-11-01,1205499.3758489015
19-44,2154-12-01,1211081.1339321602
19-44,2043-06-01,2505.0255165998237
19-44,2155-08-01,1256675.7376465644
19-44,2043-07-01,2516.624399773203
19-44,2155-07-01,1250883.8383591308
19-44,2043-08-01,2528.2769886234223
19-44,2155-06-01,1245118.6333861896
19-44,2043-09-01,2539.9835318209507
19-44,2155-05-01,1239379.999696179
19-44,2043-10-01,2551.744279187663
19-44,2155-04-01,1233667.8148245723
19-44,2043-11-01,2563.559481702171
19-44,2155-03-01,1227981.9568712758
19-44,2043-12-01,2575.4293915051794
19-44,2155-02-01,1222322.3044980222
19-44,2044-01-01,2587.354261904864
19-44,2155-01-01,1216688.7369257743
19-44,2044-02-01,2599.334347382282
19-44,2044-03-01,2611.3699035968007
19-44,2045-01-01,2734.833454833441
19-44,2041-08-01,2262.9485357547173
19-44,2041-07-01,2252.518820579122
19-44,2160-01-01,1605293.41529448
19-44,2039-02-01,1970.0951824960778
19-44,2159-12-01,1597894.7701948471
19-44,2039-03-01,1979.2172068869615
19-44,2159-11-01,1590530.2247487686
19-44,2039-04-01,1988.3814684904062
19-44,2159-10-01,1583199.6217941702
19-44,2039-05-01,1997.5881628750753
19-44,2159-09-01,1575902.8048933302
19-44,2039-06-01,2006.8374865151648
19-44,2159-08-01,1568639.618329534
19-44,2039-07-01,2016.129636794593
19-44,2159-07-01,1561409.9071037427
19-44,2039-08-01,2025.4648120112151
19-44,2159-06-01,1554213.5169313005
19-44,2039-09-01,2034.8432113810534
19-44,2159-05-01,1547050.2942386358
19-44,2039-01-01,1961.015200650448
19-44,2039-10-01,2044.2650350425502
19-44,2160-02-01,1612726.3179374326
19-44,2160-03-01,1620193.6367445386
19-44,2038-03-01,1872.4855315865293
19-44,2160-11-01,1681190.4475594484
19-44,2038-04-01,1881.1555993286718
19-44,2160-10-01,1673442.000236438
19-44,2038-05-01,1889.8658116131273
19-44,2160-09-01,1665729.26477225
19-44,2038-06-01,1898.6163543189828
19-44,2160-08-01,1658052.0765743174
19-44,2038-07-01,1907.4074141859917
19-44,2160-07-01,1650410.271808656
19-44,2038-08-01,1916.2391788185573
19-44,2160-06-01,1642803.6873963848
19-44,2038-09-01,1925.1118366897385
19-44,2160-05-01,1635232.161010238
19-44,2038-10-01,1934.02557714527
19-44,2160-04-01,1627695.5310710932
19-44,2038-11-01,1942.9805904076036
19-44,2038-12-01,1951.9770675799684
19-44,2157-07-01,1397548.7175229
19-44,2159-04-01,1539920.0861599746
19-44,2159-03-01,1532822.7405340953
19-44,2158-04-01,1456878.0379942998
19-44,2040-11-01,2170.7931216523043
19-44,2158-03-01,1450163.425292427
19-44,2040-12-01,2180.844426776652
19-44,2158-02-01,1443479.7596036629
19-44,2041-01-01,2190.9422719115123
19-44,2158-01-01,1436826.8982961543
19-44,2041-02-01,2201.08687254856
19-44,2157-12-01,1430204.6993954324
19-44,2041-03-01,2211.278445177251
19-44,2157-11-01,1423613.0215813743
19-44,2041-04-01,2221.5172072894375
19-44,2157-10-01,1417051.724185182
19-44,2041-05-01,2231.8033773840148
19-44,2157-09-01,1410520.6671863932
19-44,2041-06-01,2242.137174971581
19-44,2157-08-01,1404019.7112098862
19-44,2040-10-01,2160.7881420399754
19-44,2039-11-01,2053.7304840608367
19-44,2158-05-01,1463623.7410015475
19-44,2158-06-01,1470400.6782699155
19-44,2039-12-01,2063.2397604320263
19-44,2159-02-01,1525758.1059010716
19-44,2040-01-01,2072.7930670875235
19-44,2159-01-01,1518726.0314990352
19-44,2040-02-01,2082.390607898354
19-44,2158-12-01,1511726.367260972
19-44,2040-03-01,2092.032587679518
19-44,2158-11-01,1504758.9638115126
19-44,2040-04-01,2101.719212194359
19-44,2158-10-01,1497823.6724637372
19-44,2040-05-01,2111.4506881589546
19-44,2158-09-01,1490920.3452160174
19-44,2040-06-01,2121.2272232465293
19-44,2158-08-01,1484048.8347488495
19-44,2040-07-01,2131.0490260918846
19-44,2158-07-01,1477208.9944217056
19-44,2040-08-01,2140.9163062958537
19-44,2040-09-01,2150.8292744297737
19-44,2154-01-01,1151077.3291634573
19-44,2045-02-01,2747.496405183072
19-44,2153-12-01,1145772.122925412
19-44,2049-08-01,3525.9372233725894
19-44,2149-06-01,892813.6235747994
19-44,2049-09-01,3542.263178401615
19-44,2149-05-01,888698.7302612083
19-44,2049-10-01,3558.664726610757
19-44,2149-04-01,884602.8021006299
19-44,2049-11-01,3575.1422180150003
19-44,2149-03-01,880525.751684472
19-44,2049-12-01,3591.6960042499845
19-44,2149-02-01,876467.492007
19-44,2050-01-01,3608.326438579506
19-44,2149-01-01,872427.9364634831
19-44,2050-02-01,3625.0338759030615
19-44,2148-12-01,868406.9988483413
19-44,2050-03-01,3641.8186727634206
19-44,2148-11-01,864404.5933533076
19-44,2050-04-01,3658.68118735423
19-44,2149-07-01,896947.5698547165
19-44,2148-10-01,860420.6345655994
19-44,2049-07-01,3509.686513121884
19-44,2049-06-01,3493.510700853453
19-44,2150-05-01,939354.5578860972
19-44,2048-10-01,3366.759438609988
19-44,2150-04-01,935025.1618203658
19-44,2048-11-01,3382.348361414381
19-44,2150-03-01,930715.7195304866
19-44,2048-12-01,3398.009464758737
19-44,2150-02-01,926426.1390513988
19-44,2049-01-01,3413.7430828566758
19-44,2150-01-01,922156.3288419017
19-44,2049-02-01,3429.5495514693116
19-44,2149-12-01,917906.1977826967
19-44,2049-03-01,3445.4292079124134
19-44,2149-11-01,913675.6551744461
19-44,2049-04-01,3461.382391063605
19-44,2149-10-01,909464.6107358385
19-44,2049-05-01,3477.4094413695966
19-44,2149-09-01,905272.974601659
19-44,2149-08-01,901100.6573208721
19-44,2048-09-01,3351.2423636722942
19-44,2050-05-01,3675.6217795276643
19-44,2050-06-01,3692.6408108020996
19-44,2051-05-01,3885.13222096074
19-44,2147-09-01,810269.666476908
19-44,2051-06-01,3903.1213370178184
19-44,2147-08-01,806535.2104328331
19-44,2051-07-01,3921.193747098912
19-44,2147-07-01,802817.9661424772
19-44,2051-08-01,3939.349836875802
19-44,2147-06-01,799117.8542784996
19-44,2051-09-01,3957.589993806025
19-44,2147-05-01,795434.7958791715
19-44,2051-10-01,3975.914607141141
19-44,2147-04-01,791768.7123466926
19-44,2051-11-01,3994.324067935041
19-44,2147-03-01,788119.5254455112
19-44,2051-12-01,4012.81876905229
19-44,2147-02-01,784487.1573006555
19-44,2052-01-01,4031.3991051765142
19-44,2147-10-01,814021.4139693468
19-44,2148-09-01,856455.0374660918
19-44,2051-04-01,3867.2260150334214
19-44,2051-03-01,3849.402337110935
19-44,2148-08-01,852507.7174275045
19-44,2050-07-01,3709.738644369832
19-44,2148-07-01,848578.5902125983
19-44,2050-08-01,3726.9156451048266
19-44,2148-06-01,844667.5719723741
19-44,2050-09-01,3744.1721795705066
19-44,2148-05-01,840774.5792442841
19-44,2050-10-01,3761.50861602757
19-44,2148-04-01,836899.5289504541
19-44,2050-11-01,3778.925324441855
19-44,2148-03-01,833042.3383959053
19-44,2050-12-01,3796.4226764922337
19-44,2148-02-01,829202.9252667929
19-44,2051-01-01,3814.0010455785377
19-44,2148-01-01,825381.2076286501
19-44,2051-02-01,3831.660806829537
19-44,2147-12-01,821577.103924637
19-44,2147-11-01,817790.532973801
19-44,2150-06-01,943704.0001185628
19-44,2048-08-01,3335.7968054612957
19-44,2150-07-01,948073.5813364353
19-44,2153-01-01,1089004.0957080957
19-44,2046-02-01,2904.103700278507
19-44,2152-12-01,1083984.9791158107
19-44,2046-03-01,2917.5504134236216
19-44,2152-11-01,1078988.995155871
19-44,2046-04-01,2931.0593881520217
19-44,2152-10-01,1074016.037212165
19-44,2046-05-01,2944.630912750126
19-44,2152-09-01,1069065.9991599694
19-44,2046-06-01,2958.265276839187
19-44,2152-08-01,1064138.7753636795
19-44,2046-07-01,2971.962771381477
19-44,2152-07-01,1059234.2606745507
19-44,2046-08-01,2985.7236886864935
19-44,2152-06-01,1054352.3504284632
19-44,2046-09-01,2999.5483224172003
19-44,2152-05-01,1049492.9404436848
19-44,2046-01-01,2890.718961758947
19-44,2046-10-01,3013.4369675962907
19-44,2153-02-01,1094046.452042492
19-44,2153-03-01,1099112.1557247096
19-44,2045-03-01,2760.2179881018183
19-44,2153-11-01,1140491.3678797558
19-44,2045-04-01,2772.9984750728686
19-44,2153-10-01,1135234.9513332585
19-44,2045-05-01,2785.8381388364483
19-44,2153-09-01,1130002.7611120876
19-44,2045-06-01,2798.737253395636
19-44,2153-08-01,1124794.6855594094
19-44,2045-07-01,2811.696094022211
19-44,2153-07-01,1119610.613533
19-44,2067-03-01,9345.296880761369
19-44,2153-06-01,1114450.4344028856
19-44,2045-09-01,2837.794060943425
19-44,2153-05-01,1109314.0380489747
19-44,2045-10-01,2850.933744178137
19-44,2153-04-01,1104201.314858704
19-44,2045-11-01,2864.134267372269
19-44,2045-12-01,2877.3959122297697
19-44,2152-04-01,1044655.9270186417
19-44,2046-11-01,3027.389920612488
19-44,2152-03-01,1039841.2069297158
19-44,2047-11-01,3199.9511460873996
19-44,2151-03-01,983766.5155437243
19-44,2047-12-01,3214.7677055427976
19-44,2151-02-01,979232.4289773287
19-44,2048-01-01,3229.6528693062214
19-44,2151-01-01,974719.23958589
19-44,2048-02-01,3244.606955032461
19-44,2150-12-01,970226.8510563102
19-44,2048-03-01,3259.6302818471277
19-44,2150-11-01,965755.1675193894
19-44,2048-04-01,3274.723170353458
19-44,2150-10-01,961304.0935477813
19-44,2048-05-01,3289.8859426391646
19-44,2150-09-01,956873.5341539535
19-44,2048-06-01,3305.118922283305
19-44,2150-08-01,952463.3947881619
19-44,2048-07-01,3320.422434363183
19-44,2151-04-01,988321.5960441265
19-44,2047-10-01,3185.202874749279
19-44,2151-05-01,992897.7676856045
19-44,2047-09-01,3170.5225767949805
19-44,2046-12-01,3041.407479226866
19-44,2152-02-01,1035048.677429037
19-44,2047-01-01,3055.489942579207
19-44,2152-01-01,1030278.2362422856
19-44,2047-02-01,3069.637611194382
19-44,2151-12-01,1025529.7815665199
19-44,2047-03-01,3083.850786988768
19-44,2151-11-01,1020803.2120679945
19-44,2160-12-01,1688974.7720959536
19-44,2047-04-01,3098.129773276687
19-44,2047-05-01,3112.4748747768826
19-44,2151-09-01,1011415.3256007289
19-44,2047-06-01,3126.886397619021
19-44,2151-08-01,1006753.8082910868
19-44,2047-07-01,3141.364649350221
19-44,2151-07-01,1002113.7754726119
19-44,2047-08-01,3155.9099389416233
19-44,2151-06-01,997495.1281253209
19-44,2151-10-01,1016098.4268800048
19-44,2038-02-01,1863.8554233643122
19-44,2161-01-01,1696795.1399662653
19-44,2038-01-01,1855.2650904923823
19-44,2028-07-01,1095.7048735846931
19-44,2170-07-01,2873040.783872375
19-44,2028-08-01,1100.7782561658262
19-44,2170-06-01,2859799.2113884166
19-44,2028-09-01,1105.875129753922
19-44,2170-05-01,2846618.6680561663
19-44,2028-10-01,1110.9956031181102
19-44,2170-04-01,2833498.8725980422
19-44,2028-11-01,1116.1397855311488
19-44,2170-03-01,2820439.545032859
19-44,2028-12-01,1121.3077867717543
19-44,2170-02-01,2807440.406669837
19-44,2029-01-01,1126.499717126947
19-44,2170-01-01,2794501.180102644
19-44,2029-02-01,1131.7156873944016
19-44,2169-12-01,2781621.589203499
19-44,2029-03-01,1136.955808884815
19-44,2170-08-01,2886343.6680879914
19-44,2169-11-01,2768801.3591172686
19-44,2028-06-01,1090.6548737426997
19-44,2028-05-01,1085.628148871019
19-44,2171-06-01,3022807.766437556
19-44,2027-09-01,1046.2394794266056
19-44,2171-05-01,3008875.9321353673
19-44,2027-10-01,1051.0838250880893
19-44,2171-04-01,2995008.3083361303
19-44,2027-11-01,1055.950601259365
19-44,2171-03-01,2981204.5990997315
19-44,2027-12-01,1060.8399117992
19-44,2171-02-01,2967464.5098500177
19-44,2028-01-01,1065.7518610472534
19-44,2171-01-01,2953787.7473684945
19-44,2028-02-01,1070.6865538263025
19-44,2170-12-01,2940174.019788098
19-44,2028-03-01,1075.6440954444797
19-44,2170-11-01,2926623.0365869524
19-44,2028-04-01,1080.6245916975204
19-44,2170-10-01,2913134.508582155
19-44,2170-09-01,2899708.1479236344
19-44,2027-08-01,1041.4174608948213
19-44,2029-04-01,1142.2201934242787
19-44,2029-05-01,1147.508953356667
19-44,2030-04-01,1207.3267444494627
19-44,2168-10-01,2607417.42313679
19-44,2030-05-01,1212.916963697997
19-44,2168-09-01,2595400.083529844
19-44,2030-06-01,1218.5330670341575
19-44,2168-08-01,2583438.1307013854
19-44,2030-07-01,1224.1751743076247
19-44,2168-07-01,2571531.309378997
19-44,2030-08-01,1229.8434059230128
19-44,2168-06-01,2559679.3654668
19-44,2030-09-01,1235.5378828424396
19-44,2168-05-01,2547882.04604002
19-44,2030-10-01,1241.2587265881057
19-44,2168-04-01,2536139.0993395764
19-44,2030-11-01,1247.0060592448904
19-44,2168-03-01,2524450.2747667343
19-44,2030-12-01,1252.7800034629556
19-44,2168-11-01,2619490.405976602
19-44,2169-10-01,2756040.216255587
19-44,2030-03-01,1201.7622899912494
19-44,2030-02-01,1196.2234815758825
19-44,2169-09-01,2743337.888291045
19-44,2029-06-01,1152.8222015460335
19-44,2169-08-01,2730694.104151364
19-44,2029-07-01,1158.1600513790206
19-44,2169-07-01,2718108.5940135997
19-44,2029-08-01,1163.5226167672781
19-44,2169-06-01,2705581.0892984075
19-44,2029-09-01,1168.9100121498955
19-44,2169-05-01,2693111.3226643014
19-44,2029-10-01,1174.3223524958426
19-44,2169-04-01,2680699.028001932
19-44,2029-11-01,1179.7597533064243
19-44,2169-03-01,2668343.940428438
19-44,2029-12-01,1185.2223306177443
19-44,2169-02-01,2656045.7962817764
19-44,2030-01-01,1190.7102010031826
19-44,2169-01-01,2643804.3331150846
19-44,2168-12-01,2631619.289691106
19-44,2171-07-01,3036804.1085531
19-44,2027-07-01,1036.6176665891137
19-44,2171-08-01,3050865.2571690073
19-44,2174-02-01,3504374.371266851
19-44,2025-01-01,902.4665999999999
19-44,2174-01-01,3488223.0421564057
19-44,2025-02-01,906.6452419307556
19-44,2173-12-01,3472146.1529899836
19-44,2025-03-01,910.8432319995869
19-44,2173-11-01,3456143.3606809485
19-44,2025-04-01,915.0606597931236
19-44,2173-10-01,3440214.3237239015
19-44,2025-05-01,919.2976153128033
19-44,2173-09-01,3424358.7021874255
19-44,2025-06-01,923.5541889767924
19-44,2173-08-01,3408576.1577068157
19-44,2025-07-01,927.8304716219159
19-44,2173-07-01,3392866.353476842
19-44,2025-08-01,932.1265545055951
19-44,2173-06-01,3377228.9542445927
19-44,2024-12-01,898.3072170335864
19-44,2025-09-01,936.4425293077959
19-44,2174-03-01,3520600.484996531
19-44,2174-04-01,3536901.7296166057
19-44,2024-02-01,857.7533036241774
19-44,2174-12-01,3670058.4837104124
19-44,2024-03-01,861.7249120147466
19-44,2174-11-01,3653143.5322397626
19-44,2024-04-01,865.7149099272692
19-44,2174-10-01,3636306.5401761634
19-44,2024-05-01,869.7233825097478
19-44,2174-09-01,3619547.1482121083
19-44,2024-06-01,873.7504153044393
19-44,2174-08-01,3602864.998696104
19-44,2024-07-01,877.7960942496838
19-44,2174-07-01,3586259.735625021
19-44,2024-08-01,881.8605056817361
19-44,2174-06-01,3569731.0046365345
19-44,2024-09-01,885.9437363366092
19-44,2174-05-01,3553278.453001538
19-44,2024-10-01,890.0458733519254
19-44,2024-11-01,894.1670042687754
19-44,2173-05-01,3361663.6263023065
19-44,2025-10-01,940.7784881329851
19-44,2173-04-01,3346170.037480233
19-44,2026-10-01,994.4028619565653
19-44,2172-04-01,3165723.7819112893
19-44,2026-11-01,999.0071913522848
19-44,2172-03-01,3151133.2612484163
19-44,2026-12-01,1003.6328399235574
19-44,2172-02-01,3136609.9869114687
19-44,2027-01-01,1008.2799063833999
19-44,2172-01-01,3122153.6489684987
19-44,2027-02-01,1012.9484899018947
19-44,2171-12-01,3107763.9389160196
19-44,2027-03-01,1017.6386901083064
19-44,2171-11-01,3093440.5496724085
19-44,2027-04-01,1022.3506070932075
19-44,2171-10-01,3079183.175571338
19-44,2027-05-01,1027.0843414106141
19-44,2171-09-01,3064991.5123552815
19-44,2027-06-01,1031.839994080132
19-44,2172-05-01,3180381.860267083
19-44,2026-09-01,989.8197534783401
19-44,2172-06-01,3195107.8091244963
19-44,2026-08-01,985.2577681124139
19-44,2025-11-01,945.1345235120955
19-44,2173-03-01,3330747.8571395758
19-44,2025-12-01,949.5107284045009
19-44,2173-02-01,3315396.756165422
19-44,2026-01-01,953.9071961999999
19-44,2173-01-01,3300116.4069597027
19-44,2026-02-01,958.3240207208086
19-44,2172-12-01,3284906.4834342324
19-44,2168-02-01,2512815.322877745
19-44,2026-03-01,962.7612962235635
19-44,2026-04-01,967.2191174013317
19-44,2172-10-01,3254696.616578904
19-44,2026-05-01,971.697579385633
19-44,2172-09-01,3239696.028559532
19-44,2026-06-01,976.1967777484695
19-44,2172-08-01,3224764.57682764
19-44,2026-07-01,980.716808504365
19-44,2172-07-01,3209901.942740626
19-44,2172-11-01,3269766.661003736
19-44,2147-01-01,780871.5303960739
19-44,2031-01-01,1258.5806824603642
19-44,2031-02-01,1264.4082200257078
19-44,2163-07-01,1949022.6216367215
19-44,2035-08-01,1622.6496238963634
19-44,2163-06-01,1940039.7612254987
19-44,2035-09-01,1630.1628900464218
19-44,2163-05-01,1931098.301965949
19-44,2035-10-01,1637.710944463405
19-44,2163-04-01,1922198.0530440856
19-44,2035-11-01,1645.2939482255304
19-44,2163-03-01,1913338.824525373
19-44,2035-12-01,1652.9120631568462
19-44,2163-02-01,1904520.4273506668
19-44,2036-01-01,1660.5654518306865
19-44,2163-01-01,1895742.6733321697
19-44,2036-02-01,1668.2542775731395
19-44,2162-12-01,1887005.3751494319
19-44,2036-03-01,1675.9787044665331
19-44,2162-11-01,1878308.3463453462
19-44,2035-07-01,1615.170985677407
19-44,2036-04-01,1683.7388973529376
19-44,2163-08-01,1958047.0748971123
19-44,2163-09-01,1967113.3135917704
19-44,2034-09-01,1542.2543898263216
19-44,2164-05-01,2041170.9051780081
19-44,2034-10-01,1549.395406304073
19-44,2164-04-01,2031763.3420675984
19-44,2034-11-01,1556.5694874413723
19-44,2164-03-01,2022399.137523319
19-44,2034-12-01,1563.7767863357108
19-44,2164-02-01,2013078.091709655
19-44,2035-01-01,1571.0174567934594
19-44,2164-01-01,2003800.0057121036
19-44,2035-02-01,1578.29165333315
19-44,2163-12-01,1994564.6815329494
19-44,2035-03-01,1585.5995311887732
19-44,2163-11-01,1985371.9220870307
19-44,2035-04-01,1592.9412463130914
19-44,2163-10-01,1976221.5311975225
19-44,2035-05-01,1600.3169553809662
19-44,2035-06-01,1607.7268157927024
19-44,2164-06-01,2050622.0276153518
19-44,2162-10-01,1869651.4013221597
19-44,2162-09-01,1861034.3553375313
19-44,2161-10-01,1768828.1942499147
19-44,2037-05-01,1787.952518082429
19-44,2161-09-01,1760675.832864268
19-44,2037-06-01,1796.2311772175808
19-44,2161-08-01,1752561.0449390535
19-44,2037-07-01,1804.5481685770972
19-44,2161-07-01,1744483.6573017493
19-44,2037-08-01,1812.903669648588
19-44,2161-06-01,1736443.4975779785
19-44,2037-09-01,1821.2978587414746
19-44,2161-05-01,1728440.3941878213
19-44,2037-10-01,1829.7309149907946
19-44,2161-04-01,1720474.1763421455
19-44,2037-11-01,1838.2030183610254
19-44,2161-03-01,1712544.6740389774
19-44,2037-12-01,1846.714349649923
19-44,2161-02-01,1704651.718059866
19-44,2037-04-01,1779.7120145020547
19-44,2036-05-01,1691.5350218376811
19-44,2161-11-01,1777018.3030703368
19-44,2161-12-01,1785246.3341054227
19-44,2036-06-01,1699.3672442928862
19-44,2162-08-01,1852457.0245005796
19-44,2036-07-01,1707.235731861019
19-44,2162-07-01,1843919.2257679487
19-44,2036-08-01,1715.1406524584563
19-44,2162-06-01,1835420.7769399232
19-44,2036-09-01,1723.0821747790678
19-44,2162-05-01,1826961.496656527
19-44,2036-10-01,1731.0604682978192
19-44,2162-04-01,1818541.2043936478
19-44,2036-11-01,1739.0757032743854
19-44,2162-03-01,1810159.7204591988
19-44,2036-12-01,1747.128050756786
19-44,2162-02-01,1801816.8659892783
19-44,2037-01-01,1755.2176825850354
19-44,2162-01-01,1793512.4629443425
19-44,2037-02-01,1763.3447713948083
19-44,2037-03-01,1771.5094906211257
19-44,2034-08-01,1535.1462856162382
19-44,2164-07-01,2060116.9110700148
19-44,2034-07-01,1528.0709419843017
19-44,2032-01-01,1330.3197813606048
19-44,2167-01-01,2366351.935079006
19-44,2032-02-01,1336.4794885671731
19-44,2166-12-01,2355445.643443052
19-44,2032-03-01,1342.6677167304333
19-44,2166-11-01,2344589.6178708617
19-44,2032-04-01,1348.8845979094176
19-44,2166-10-01,2333783.626690908
19-44,2032-05-01,1355.1302647746234
19-44,2166-09-01,2323027.439299426
19-44,2032-06-01,1361.4048506108452
19-44,2166-08-01,2312320.8261554814
19-44,2032-07-01,1367.708489320019
19-44,2166-07-01,2301663.5587760624
19-44,2032-08-01,1374.0413154240803
19-44,2166-06-01,2291055.409731224
19-44,2032-09-01,1380.4034640678324
19-44,2167-02-01,2377308.7255229377
19-44,2166-05-01,2280496.152639224
19-44,2031-12-01,1324.188463660344
19-44,2031-11-01,1318.085404621849
19-44,2167-12-01,2489706.0451193056
19-44,2031-03-01,1270.2627405207506
19-44,2167-11-01,2478231.226089501
19-44,2031-04-01,1276.144368883082
19-44,2167-10-01,2466809.2934122896
19-44,2031-05-01,1282.0532306287828
19-44,2167-09-01,2455440.0033394927
19-44,2031-06-01,1287.9894518551043
19-44,2167-08-01,2444123.113246344
19-44,2031-07-01,1293.9531592431592
19-44,2167-07-01,2432858.381626298
19-44,2031-08-01,1299.9444800606248
19-44,2167-06-01,2421645.568085904
19-44,2031-09-01,1305.9635421644584
19-44,2167-05-01,2410484.4333396596
19-44,2031-10-01,1312.0104740036275
19-44,2167-04-01,2399374.7392048975
19-44,2167-03-01,2388316.248596722
19-44,2032-10-01,1386.7950710218342
19-44,2166-04-01,2269985.5621616817
19-44,2032-11-01,1393.2162726852944
19-44,2165-04-01,2147573.852565451
19-44,2033-11-01,1472.6296002283561
19-44,2165-03-01,2137675.8883621483
19-44,2033-12-01,1479.4482368360557
19-44,2165-02-01,2127823.5429371055
19-44,2034-01-01,1486.2984454053542
19-44,2165-01-01,2118016.606037693
19-44,2034-02-01,1493.1803721221856
19-44,2164-12-01,2108254.8683803272
19-44,2034-03-01,1500.0941638493598
19-44,2164-11-01,2098538.1216459917
19-44,2034-04-01,1507.0399681296988
19-44,2164-10-01,2088866.1584757816
19-44,2034-05-01,1514.017933189183
19-44,2164-09-01,2079238.7724665015
19-44,2034-06-01,1521.0282079401159
19-44,2164-08-01,2069655.7581662475
19-44,2033-10-01,1465.8423900700786
19-44,2165-05-01,2157517.6467731544
19-44,2033-09-01,1459.0864615196988
19-44,2165-06-01,2167507.483189427
19-44,2166-03-01,2259523.4139987906
19-44,2032-12-01,1399.6672060889837
19-44,2166-02-01,2249109.48488452
19-44,2033-01-01,1406.1480088981593
19-44,2166-01-01,2238743.552581841
19-44,2033-02-01,1412.658819415502
19-44,2165-12-01,2228425.395878006
19-44,2033-03-01,1419.1997765840679
19-44,2168-01-01,2501233.9953785096
19-44,2165-11-01,2218154.794579813
19-44,2165-10-01,2207931.529508901
19-44,2033-05-01,1432.3726898667767
19-44,2165-09-01,2197755.3824970922
19-44,2033-06-01,1439.004927095663
19-44,2165-08-01,2187626.1363817235
19-44,2033-07-01,1445.66787321126
19-44,2165-07-01,2177543.5750010055
19-44,2033-08-01,1452.3616704032527
19-44,2033-04-01,1425.7710199902542
19-44,2052-02-01,4050.0654728188197
19-44,2099-07-01,56107.08323283743
19-44,2139-06-01,512874.2980016156
19-44,2057-03-01,5368.379750015792
19-44,2141-12-01,589112.7251113389
19-44,2063-08-01,7661.6868608465775
19-44,2057-02-01,5343.637396903275
19-44,2142-01-01,591840.4616670095
19-44,2135-06-01,410876.200772934
19-44,2063-09-01,7697.1623521024885
19-44,2057-01-01,5319.009078949602
19-44,2142-02-01,594580.8283126444
19-44,2135-05-01,408982.51133246074
19-44,2056-12-01,5294.494270577545
19-44,2063-10-01,7732.802103592828
19-44,2135-07-01,412778.6584604532
19-44,2142-03-01,597333.8835286612
19-44,2135-04-01,407097.5497270151
19-44,2142-04-01,600099.6860662552
19-44,2063-11-01,7768.606875882804
19-44,2056-10-01,5245.803092369867
19-44,2142-05-01,602878.2949486555
19-44,2135-03-01,405221.2757308328
19-44,2063-12-01,7804.577433059235
19-44,2056-09-01,5221.625683446851
19-44,2142-06-01,605669.7694723833
19-44,2056-08-01,5197.5597059084985
19-44,2135-02-01,403353.64930354635
19-44,2064-01-01,7840.714542746852
19-44,2056-11-01,5270.092448632209
19-44,2142-07-01,608474.1692085158
19-44,2141-11-01,586397.560434745
19-44,2057-04-01,5393.236666297941
19-44,2141-03-01,565121.9333289131
19-44,2136-01-01,424379.82453292346
19-44,2057-11-01,5570.4877182042455
19-44,2141-04-01,567738.5866284345
19-44,2063-02-01,7452.241226229588
19-44,2135-12-01,422423.8981712701
19-44,2057-10-01,5544.813868634948
